time,size_sent,size_rcv 
0,0.5796875,73.934375 
10,3.0640625,397.9359375 
20,12.1734375,1552.7734375 
30,52.5859375,6761.665625 
40,206.865625,23272.5953125 
49,139.2078125,16990.56953125 
