time,size_sent,size_rcv 
0,0.9109375,120.703125 
10,3.3125,432.6546875 
20,15.1546875,2030.65 
30,72.1296875,8837.19609375 
40,289.7609375,19936.12734375 
48,416.7953125,25500.28125 
