time,page,tr_login 
0,149.47270400477808,805.7582929658172 
10,180.78917344771855,660.6520163865903 
20,1508.1252041820037,1985.2596438197245 
30,2422.0050330871522,3487.5320152220493 
40,2101.193084238757,3347.6125939372046 
50,2014.0759132991982,2973.9292882557256 
60,4869.401086987034,5353.41786040783 
69,4033.2715772216384,2786.0546336143857 
