time,page,tr_login 
0,163.35750000000002,1103.7617500000001 
10,147.68921739130434,1254.3027368421053 
20,1208.244630573249,3973.1928085106383 
30,1188.8289949748732,3211.301325443789 
40,450.9487481898656,1865.7093422584403 
50,335.648019395672,1680.1114359368987 
60,13662.822345454553,16672.251523809526 
69,22447.58506451611,26094.60903870966 
